,Company,Location,Year,Fuel,Miles,Gear,Price,Name,Brand,Model,Engine Volume,Horsepower
10673,,Södermanland,2011,Diesel,24749,Manuell,54900,Hyundai H-1 Cargo 2.5 CRDi Ny Servad Dragkrok 3-sits 170hk,Hyundai,H-1 Cargo,Unknown,170
10674,,Kalmar,2018,Diesel,14441,Automat,264700,Volvo XC40 D4 AWD Momentum D-Värm Skinn Drag 190hk,Volvo,XC40 D4,4,190
10675,,Kalmar,2015,Bensin,9999,Manuell,129800,"Seat Leon FR 1.4 TSI 6,99% PDC 0,47L/Mil 150hk",Seat,Leon FR,1.4,150
10676,,Kalmar,2019,Diesel,4631,Automat,289800,"BMW 320 d xDrive M-Sport 6,99% Drag GPS 190hk",BMW,320 d,Unknown,190
10677,,Kalmar,2017,Bensin,8185,Automat,214700,Audi Q2 1.4 TFSI S-line Cockpit 5.99% 150hk,Audi,Q2 1,Unknown,150
10678,,Kalmar,2022,El,5200,Automat,459700,"Tesla Model 3 Long Range Apilot Refresh 6,99% Pano Skinn",Tesla,Model 3,Unknown,Unknown
10679,,Kalmar,2013,Diesel,11750,Automat,179900,"Kia Sorento 2.2 CRDi 4WD 7-Sits 6,99% Skinn B-Kam 197hk",Kia,Sorento 2,Unknown,197
10680,,Kalmar,2016,Bensin,14000,Automat,284900,BMW M235 i xDrive M-Sport Coupé H/K Taklucka PDC hk,BMW,M235 i,Unknown,Unknown
10681,,Kalmar,2016,Diesel,8000,Automat,238800,"Mercedes-Benz CLA 220d 4M AMG 5,99% D-Värm B-kam H/K 177hk",Mercedes-Benz,CLA 220d,Unknown,177
10682,,Stockholm,2020,Bensin,5909,Automat,289000,Volvo V60 T4 Momentum  VOC|PDC Fram&Bak|Adaptiv|P-värmare,Volvo,V60 T4,Unknown,Unknown
10683,,Östergötland,2021,Miljöbränsle/Hybrid,2600,Automat,349900,"Jeep Compass Jeep Compass 4xe Automatic, 190hp, 2021",Jeep,Compass Jeep,Unknown,190
10684,,Västmanland,2012,Bensin,18579,Manuell,134900,"Audi A5 Sportback 1.8 TFSI Comfort, S-Line",Audi,A5 Sportback,Unknown,Unknown
10685,,Norrbotten,2019,Bensin,7781,Automat,249900,Subaru Forester 2.0i XL Aut 4WD Drag Vhjul M&K,Subaru,Forester 2,Unknown,Unknown
10686,,Skåne,2022,Bensin,900,Automat,285900,"Toyota Yaris Cross Hybrid e-CVT, 116hk Active Plus",Toyota,Yaris Cross,Unknown,116
10687,,Stockholm,2017,Bensin,7310,Manuell,164800,Volvo V40 T2 122hk Kinetic Parkeringsvärmare Dragkrok S&V,Volvo,V40 T2,Unknown,122
10688,,Skåne,2012,Diesel,13838,Automat,78700,Volkswagen Caddy Maxi 1.6 TDI Euro 5 drag  GPS,Volkswagen,Caddy Maxi,1.6,Unknown
10689,,Uppsala,2019,Bensin,8833,Automat,299800,"Skoda Kodiaq 2,0 TSI 190hk Business Adventure 4x4 DSG Drag",Skoda,Kodiaq 2,0,190
10690,,Västerbotten,2021,Miljöbränsle/Hybrid,5998,Automat,259900,"Kia Niro Plug-In Hybrid Advance Plus (Drag, V-hjul)",Kia,Niro Plug-In,Unknown,Unknown
10691,,Jämtland,2017,Diesel,13926,Automat,209900,Nissan X-Trail 2.20 dCi 177hk 4x4 Tekna 360° Bose Navi Drag,Nissan,X-Trail 2,Unknown,177
10692,,Jämtland,2012,Diesel,14398,Automat,158900,Audi Q3 2.0 TDI Quattro Navi M-Värmare Drag Nyservad,Audi,Q3 2,2.0,Unknown
10694,,Skåne,2006,Bensin,5100,Automat,79900,Renault Kangoo Express Passenger 1.6 / Handikapp Anpassat /,Renault,Kangoo Express,Unknown,Unknown
10699,,Jämtland,2017,Diesel,9131,Automat,338900,Audi Q5 2.0 TDI 190hk Quattro S-Line Cockpit B-Kamera Navi,Audi,Q5 2,2.0,190
10700,,Jämtland,2015,Diesel,10825,Automat,189800,Audi A3 Sportback 2.0 TDI 150hk Bluetooth Välservad 0.4l/mil,Audi,A3 Sportback,2.0,150
10701,,Jämtland,2014,Bensin,12865,Automat,159900,Subaru XV 2.0 150hk 4WD B-Kamera Dragkrok Välservad,Subaru,XV 2,Unknown,150
10702,,Jämtland,2020,Bensin,6122,Automat,539900,Mercedes-Benz AMG A 45 S 4M+ 421hk Wide Pano Burmester 360°,Mercedes-Benz,AMG A,Unknown,421
10703,,Stockholm,2019,Diesel,7040,Automat,319000,Audi A6 TDI 204hk Quattro S-Line Proline S Tronic / Drag / V,Audi,A6 TDI,6,204
10704,,Jämtland,2019,Diesel,10837,Automat,314800,Volvo V90 Cross Country D4 AWD Värmare H/K 360º HUD Skinn,Volvo,V90 Cross,4,Unknown
10705,,Stockholm,2011,Diesel,22100,Automat,144800,Volkswagen Touareg 3.0 V6 TDI 4M Drag Skinn Luftfjädr 240hk,Volkswagen,Touareg 3,6,240
10706,,Jämtland,2013,Diesel,17564,Automat,139800,Volvo V60 D4 AWD Momentum Värmare Skinn VOC Välservad,Volvo,V60 D4,4,Unknown
10707,,Stockholm,2021,Miljöbränsle/Hybrid,4355,Automat,229900,Kia CEED SW Plug-in Hybrid DCT Advance *V-hjul*,Kia,CEED SW,Unknown,Unknown
10708,,Stockholm,2020,Diesel,10230,Manuell,169800,Volkswagen Caddy Maxi 2.0 D-Värmare Dragkrok 0.48L/Mil Moms,Volkswagen,Caddy Maxi,Unknown,Unknown
10709,,Stockholm,2019,Diesel,12379,Manuell,189900,Ford Transit Custom L2 2.0 Värmare Dragkrok SYNC-3 MOMS,Ford,Transit Custom,Unknown,Unknown
10710,,Skåne,2006,Bensin,11383,Automat,49900,Skoda Fabia Kombi 1.4 Euro 4 Ny kamrem och vp En ägare,Skoda,Fabia Kombi,Unknown,Unknown
10711,,Göteborg,2018,Bensin,5243,Automat,224000,Volkswagen Golf 5D 1.4 TSI DSG GT GLASTAK V-HJUL,Volkswagen,Golf 5D,1.4,Unknown
10712,,Stockholm,2019,Diesel,5607,Manuell,169800,Opel Combo L2 1.5 100hk M-Värmare Dragkrok V-inredd MOMS,Opel,Combo L2,Unknown,100
10713,,Stockholm,2019,Diesel,4047,Manuell,174800,Opel Combo L2 1.5 100hk M/K-Värmare Dragkrok V-inredd MOMS,Opel,Combo L2,Unknown,100
10714,,Stockholm,2019,Diesel,6440,Manuell,164800,Opel Combo L2 100hk M-Värmare Dragkrok V-inredd MOMS,Opel,Combo L2,Unknown,100
10715,,Stockholm,2009,Diesel,13753,Manuell,189000,Iveco Daily 65 3.0HPT 176hk TIPPFLAK SOPBIL Värmare MOMS,Iveco,Daily 65,Unknown,176
10716,,Stockholm,2017,Diesel,7437,Manuell,169800,Mercedes-Benz Vito L2 111 Värm Drag V-Inredd 0.63L/Mil Moms,Mercedes-Benz,Vito L2,Unknown,Unknown
10717,,Östergötland,2019,El,9045,Automat,254900,Kia E-Niro 64 kWh Advance Plus/Navi/Läder/B-Kamera/SoV Hjul,Kia,E-Niro 64,Unknown,Unknown
10718,,Östergötland,2017,Diesel,14386,Automat,199900,Volkswagen Transporter T30 2.0 TDI Comfort/Värmare/Drag/SoV,Volkswagen,Transporter T30,2.0,Unknown
10719,,Stockholm,2016,Diesel,14337,Manuell,168700,Mercedes-Benz Vito L2 111CDI Värmare Sensorer Drag Moms,Mercedes-Benz,Vito L2,Unknown,Unknown
10720,,Östergötland,2016,Diesel,9058,Automat,169900,Audi A3 Sportback 2.0 TDI S Tronic / Teknikpaket / Vinterhul,Audi,A3 Sportback,2.0,Unknown
10721,,Östergötland,2018,Diesel,6607,Automat,259900,Volkswagen Passat 2.0 TDI 4Motion Executive GT/Värmare/Drag/,Volkswagen,Passat 2,2.0,Unknown
10722,,Östergötland,2022,Diesel,5769,Automat,289900,Volvo V60 B4 Geartronic Mom. / Drag / VOC / B-kamera / Navi,Volvo,V60 B4,Unknown,Unknown
10723,,Östergötland,2018,Bensin,5874,Automat,264900,Volkswagen Touran 1.4 TSI R-Line/Drag/M+K värmare/Backkamera,Volkswagen,Touran 1,1.4,Unknown
10724,,Östergötland,2019,Bensin,5083,Automat,224900,Volkswagen Golf 5-dörrar 1.5 TSI R-Line / Carplay / PDC,Volkswagen,Golf 5-dörrar,1.5,Unknown
10725,,Skåne,2014,Diesel,22564,Manuell,68000,Toyota ProAce Skåpbil 2.0 D-4D Euro 5,Toyota,ProAce Skåpbil,2.0,Unknown
10726,,Östergötland,2020,Diesel,16291,Automat,174000,Ford Transit Connect 1.5 EcoBlue (100hk),Ford,Transit Connect,Unknown,100
10727,,Stockholm,2019,Diesel,12753,Manuell,70000,Fiat Doblo Cargo 1.6 MJT (105hk),Fiat,Doblo Cargo,Unknown,105
10728,,Skåne,2006,Bensin,14510,Automat,99900,"Mercedes-Benz E 350 7G-Tronic Avantgarde, Sport 272hk/DRAG/N",Mercedes-Benz,E 350,Unknown,272
10729,,Skåne,1989,Bensin,4900,Automat,950000,Ferrari 412A,Ferrari,412A,Unknown,Unknown
10730,,Stockholm,2021,Diesel,3932,Automat,378900,Volvo XC60 B4 Momentum VOC Drag B-kamera Navi PDC 197hk,Volvo,XC60 B4,Unknown,197
10731,,Skåne,2015,El,5353,Automat,74000,Renault Kangoo II Z.E. 22 kWh Maxi Skåp (60hk),Renault,Kangoo II,Unknown,60
10732,,Värmland,2015,Diesel,13437,Automat,1000,Mercedes-Benz Sprinter 316 BlueTEC Skåpbil 7G-Tronic,Mercedes-Benz,Sprinter 316,Unknown,Unknown
10733,,Stockholm,2019,Bensin,12724,Automat,283900,Audi A4 allroad Quattro 45 TFSI B&O P-värme Drag PDC 245hk,Audi,A4 allroad,Unknown,245
10734,,Göteborg,2019,Bensin,7120,Automat,369900,Audi Q5 45 TFSI Q Pano S-Line Cockpit Värmare Drag B-kAM,Audi,Q5 45,Unknown,Unknown
10735,,Skåne,2019,Diesel,13700,Automat,229000,"Volvo V90 D4 AWD Geartronic Advanced Edition, 190hk Fullserv",Volvo,V90 D4,4,190
10736,,Norrbotten,2014,Diesel,17848,Manuell,115000,Volkswagen Transporter T5 2.0 TDI 4MOTION (140hk) Lång,Volkswagen,Transporter T5,2.0,140
10737,,Skåne,2018,Bensin,11155,Automat,179900,Volkswagen Passat TSI 150hk Kamera Adaptiv-fart Drag Välserv,Volkswagen,Passat TSI,Unknown,150
10738,,Skåne,1999,Bensin,22900,Manuell,49900,Volkswagen Golf Cabriolet 2.0 (115hk) Nybes,Volkswagen,Golf Cabriolet,Unknown,115
10739,,Värmland,2013,Diesel,21697,Manuell,1000,Ford Transit T350 Chassis Cab 2.2 TDCi,Ford,Transit T350,Unknown,Unknown
10740,,Älvsborg,2013,Bensin,7896,Automat,619000,Porsche Boxster S 315hk PDK *Inkommande*,Porsche,Boxster S,Unknown,315
10741,,Stockholm,2017,Diesel,12300,Manuell,279900,Volkswagen Transporter 150HK 4M L2 Bra utrustad 1Ägare Moms,Volkswagen,Transporter 150HK,Unknown,150
10742,,Örebro,2013,Bensin,13800,Manuell,69900,Ford Focus Kombi 1.0 EcoBoost Euro 5,Ford,Focus Kombi,Unknown,Unknown
10743,,Göteborg,2007,Miljöbränsle/Hybrid,17442,Manuell,34900,"Ford C-Max 1.8 Flexifuel Titanium 18"" Halvskinn Xenon SOV",Ford,C-Max 1,Unknown,Unknown
10744,,Stockholm,2021,Bensin,7971,Automat,239900,Mazda CX-30 2.0 150hk Tech pack M Hybrid + Vinterhjul,Mazda,CX-30 2,Unknown,150
10745,,Södermanland,2007,Bensin,12355,Manuell,49900,Saab 9-3 SportCombi 1.8 Linear Låg Mil Välvårdad (122hk),Saab,9-3 SportCombi,Unknown,122
10746,,Värmland,2007,Diesel,18870,Manuell,1000,Renault Master 3.5 T 2.5 dCi,Renault,Master 3,Unknown,Unknown
10747,,Skåne,2011,Diesel,17980,Automat,144900,Mercedes-Benz GLK 220 CDI |Panorama|4 Matic|Vossen-fälgar|,Mercedes-Benz,GLK 220,Unknown,Unknown
10748,,Stockholm,2023,Diesel,1250,Automat,654875,Mercedes-Benz Vito Mixto 119 Edition 1 extra lång  Automat,Mercedes-Benz,Vito Mixto,1,Unknown
10749,,Östergötland,2019,Bensin,10300,Automat,209000,Peugeot 3008 GT-LINE PT 130 AUT8,Peugeot,3008 GT-LINE,Unknown,Unknown
10750,,Västernorrland,2019,Diesel,12314,Automat,462375,Mercedes-Benz X 350 d 4MATIC V6 Power Edition,Mercedes-Benz,X 350,Unknown,Unknown
10751,,Stockholm,2019,Bensin,6999,Automat,274900,Mercedes-Benz A 200 AMG/PANORAMA/BELYSNING/163hk,Mercedes-Benz,A 200,Unknown,163
10752,,Gävleborg,2023,El,800,Automat,529900,Audi Q4 45 e-tron quattro 265hk /S+V hjul /MOMS,Audi,Q4 45,45,265
10753,,Göteborg,2019,Bensin,11200,Automat,319900,Volvo XC60 T6 AWD Mom Edt VOC Navi B-kam Drag,Volvo,XC60 T6,6,Unknown
10755,,Uppsala,2017,El,11879,Automat,324900,Tesla Model S 75D Premium Connectivity Pano Luftfjädring,Tesla,Model S,Unknown,Unknown
10756,,Värmland,2014,Diesel,16390,Automat,1000,Dodge RAM 1500 Laramie 4x4,Dodge,RAM 1500,Unknown,Unknown
10757,,Stockholm,2012,Bensin,16900,Automat,168900,"Audi A6 Sedan 2.8 FSI V6 quattro S Tronic S-LINE, Sport HEML",Audi,A6 Sedan,Unknown,Unknown
10758,,Halland,2014,Diesel,13639,Automat,159900,Honda CR-V 2.2 i-DTEC 150hk 4WD Executive Pano Drag B-Kamera,Honda,CR-V 2,Unknown,150
10759,Företag,Västerbotten,2023,El,590,Automat,649700,"BMW iX1 xDrive30 M-sport Innovation, H/K, Drag",BMW,iX1 xDrive30,Unknown,Unknown
10760,,Södermanland,2017,Diesel,13458,Automat,229800,BMW X1 xDrive20d 190hk M Sport HiFi Kamera Navi Rattvärme,BMW,X1 xDrive20d,Unknown,190
10761,,Södermanland,2012,Bensin,10959,Manuell,119800,Kia Sportage GDI 135hk Sensorer LED-ramp Sidesteps Välservad,Kia,Sportage GDI,Unknown,135
10762,,Södermanland,2016,Bensin,10583,Automat,134800,MINI One 5-dörr Automatisk 102hk Pepper Excitement Sensorer,MINI,One 5-dörr,Unknown,102
10763,,Dalarna,2015,Diesel,20816,Automat,124900,Skoda Superb Kombi 2.0 TDI Ränta 6.99% 4x4 DSG 170hk,Skoda,Superb Kombi,2.0,170
10764,,Dalarna,2018,Diesel,10400,Automat,234900,Volkswagen Passat 2.0 TDI SCR 4Motion DSG R-Line Active Info,Volkswagen,Passat 2,2.0,Unknown
10765,,Stockholm,2020,Bensin,4500,Automat,218750,Volkswagen Caddy Skåpbil 1.4 TSI Euro 6 LM fälgar Parkassist,Volkswagen,Caddy Skåpbil,1.4,Unknown
10766,,Västernorrland,2023,Bensin,913,Automat,399000,"Mercedes-Benz CLA 200 Shooting Brake AMG-LINE/\""Kampanjränta",Mercedes-Benz,CLA 200,Unknown,Unknown
10767,,Göteborg,2021,Diesel,4180,Automat,298750,Iveco Daily 35-140 Skåpbil 2.3 JTD Hi-Matic Euro 6,Iveco,Daily 35-140,Unknown,Unknown
10768,,Stockholm,2020,Bensin,826,Manuell,179900,Citroën C3 Aircross PT110 FEEL,Citroën,C3 Aircross,Unknown,Unknown
10769,,Gävleborg,2022,Bensin,2560,Automat,949000,Mercedes-Benz GLC AMG 63 S 4MATIC+ Drag Pano Premium+ Night,Mercedes-Benz,GLC AMG,Unknown,Unknown
10770,,Stockholm,2018,Diesel,9800,Automat,349900,Mercedes-Benz Sprinter 316 Automat Volymskåp BG-Lyft Momsbil,Mercedes-Benz,Sprinter 316,Unknown,Unknown
10771,,Örebro,2022,Miljöbränsle/Hybrid,5280,Automat,1049900,Land Rover Defender P400e PHEV 110 6-SITS FULLUTRUSTAD,Land,Rover Defender,Unknown,Unknown
10772,,Örebro,2021,El,13860,Automat,409900,Tesla Model Y Long Range AWD MOMSBIL DRAG,Tesla,Model Y,Unknown,Unknown
10773,,Halland,2009,Diesel,18699,Automat,54900,Volkswagen Golf Variant 1.9 TDI United,Volkswagen,Golf Variant,1.9,Unknown
10774,,Västmanland,2016,Diesel,12542,Automat,199900,Volvo V70 D3 Classic Summum Keyless / Drag / VOC / Rattvärme,Volvo,V70 D3,Unknown,Unknown
10776,,Uppsala,2018,Diesel,13614,Automat,134900,Skoda Octavia 1.6 TDI 115hk Euro 6 Dragkrok,Skoda,Octavia 1,1.6,115
10777,,Jämtland,2021,Diesel,3123,Automat,498750,Volkswagen Crafter 35 Enkelhytt Pickup TDI 177 hk Aut Vhjul,Volkswagen,Crafter 35,Unknown,177
10778,,Östergötland,2023,Miljöbränsle/Hybrid,1035,Automat,329000,Lexus UX 250h F-Sport Design,Lexus,UX 250h,Unknown,Unknown
10779,,Västerbotten,2019,Miljöbränsle/Hybrid,4613,Automat,219900,Kia Niro P-HEV P-HEV/Advance Plus/Aut/vhjul/Navi/360kr skatt,Kia,Niro P-HEV,Unknown,Unknown
10780,,Blekinge,2021,Miljöbränsle/Hybrid,3000,Automat,379000,Lexus ES 300h 2.5 E-CVT Limited Edition Taklucka 218 hk,Lexus,ES 300h,Unknown,218
10781,,Dalarna,2020,El,5267,Automat,199000,Volkswagen E-Golf 35.8 kWh Automat/Vinterhjul/Backkamera,Volkswagen,E-Golf 35,Unknown,Unknown
10782,,Östergötland,2018,Bensin,5000,Manuell,149900,Renault Kadjar 1.2 TCe Drag Euro 6 130hk,Renault,Kadjar 1,Unknown,130
10783,,Älvsborg,2010,Bensin,18261,Manuell,95500,"Peugeot RCZ 1,6T 200HK SPORT Euro 5",Peugeot,RCZ 1,Unknown,200
10784,,Jönköping,2019,Bensin,6650,Automat,179900,Hyundai i30 Kombi 1.4 T-GDi DCT Bkamera Euro6 140hk,Hyundai,i30 Kombi,Unknown,140
10785,,Stockholm,2008,Diesel,12416,Manuell,38900,Peugeot 307 5-dörrar 1.6 HDi Lågmil 2-brukare Farthållare Eu,Peugeot,307 5-dörrar,Unknown,Unknown
10786,,Dalarna,2023,Miljöbränsle/Hybrid,661,Automat,2939,Kia Cee´d SW PHEV ACTION/Vinterhjul/Backkamera/Rattvärme,Kia,Cee,Unknown,Unknown
10787,,Dalarna,2023,Miljöbränsle/Hybrid,632,Automat,3539,Kia Xceed PHEV ADV.PLUS/Vinterhjul/Backkamera/360kr skatt,Kia,Xceed PHEV,Unknown,Unknown
10788,,Dalarna,2023,Miljöbränsle/Hybrid,1605,Automat,3440,Kia Xceed Plug-in Hybrid ADVANCE PLUS/Vinterhjul/Minnesstol,Kia,Xceed Plug-in,Unknown,Unknown
10789,,Dalarna,2023,Miljöbränsle/Hybrid,1053,Automat,5406,Kia Sorento Plug-in hybrid AWD ADVANCE/Vinterhjul,Kia,Sorento Plug-in,Unknown,Unknown
10790,,Dalarna,2023,El,337,Automat,679000,Kia EV6 GT,Kia,EV6 GT,Unknown,Unknown
10791,,Dalarna,2023,Miljöbränsle/Hybrid,2298,Automat,3440,Kia Cee´d SW Plug-in hybrid ADVANCE PLUS/Vinterhjul dubb,Kia,Cee,Unknown,Unknown
10792,,Dalarna,2023,Miljöbränsle/Hybrid,1417,Automat,3440,Kia Xceed PHEV ADVANCE PLUS,Kia,Xceed PHEV,Unknown,Unknown
10793,,Dalarna,2023,El,616,Automat,3637,Kia E-SOUL ADVANCE PLUS/Vinterhjul/KIA Godkänd,Kia,E-SOUL ADVANCE,Unknown,Unknown
10794,,Stockholm,2014,Diesel,14023,Automat,139900,Mercedes-Benz A 180 CDI 7G-DCT NYSERVAD PANORAMA BAKKAMERA,Mercedes-Benz,A 180,Unknown,Unknown
10795,,Stockholm,2020,Bensin,6014,Automat,224900,Skoda Octavia Style TSI 150hk Dragkrok / Värmare,Skoda,Octavia Style,Unknown,150
10796,,Östergötland,2014,Diesel,19184,Manuell,71900,Opel Zafira Tourer 1.6 CDTI ecoFLEX Euro 6 / 7 sits / DRAG,Opel,Zafira Tourer,Unknown,Unknown
10797,,Östergötland,2016,Bensin,8020,Manuell,114800,Nissan Juke 1.2 DIG-T Euro 6,Nissan,Juke 1,Unknown,Unknown
10798,,Göteborg,2018,Diesel,17813,Manuell,119900,Volkswagen Caddy Maxi 2.0 TDI 102hk Euro 6 Dragkrok Värmare,Volkswagen,Caddy Maxi,2.0,102
10799,,Uppsala,2023,Diesel,2252,Automat,385000,Ford Transit Custom 300 L2 Automat | Siktpaket|Drag|Värmare,Ford,Transit Custom,Unknown,Unknown
10800,,Östergötland,2013,Bensin,14300,Manuell,99900,Volkswagen Golf 5-dörrar 1.4 TSI R-Line 160hk,Volkswagen,Golf 5-dörrar,1.4,160
10801,,Kronoberg,2021,Miljöbränsle/Hybrid,7200,Automat,329900,Volvo V60 Recharge T6 Momentum Backkamera/VoC,Volvo,V60 Recharge,Unknown,Unknown
10802,,Örebro,2013,Diesel,24998,Automat,68900,Volkswagen Passat Variant 2.0 TDI BlueMotion 4Motion Premium,Volkswagen,Passat Variant,2.0,Unknown
10803,,Östergötland,2009,Bensin,11700,Manuell,79900,Volkswagen Scirocco 1.4 TSI Style 160hk,Volkswagen,Scirocco 1,1.4,160
10804,,Göteborg,2023,Diesel,1197,Automat,239900,Citroën C4 Shine 1.5 BlueHDi 130hk Aut - En ägare,Citroën,C4 Shine,Unknown,130
10805,,Stockholm,2020,Miljöbränsle/Hybrid,13354,Automat,479800,Ford Explorer Plug-In 457hk ST-Line Pano B&O 360* Drag MOMS,Ford,Explorer Plug-In,Unknown,457
10806,,Östergötland,2020,Miljöbränsle/Hybrid,7100,Automat,219900,Toyota C-HR Hybrid CVT 122hk,Toyota,C-HR Hybrid,Unknown,122
10807,,Göteborg,2018,Diesel,9499,Automat,244900,Skoda Superb TDI 4x4 190hk L&K Canton Värm Navi Kamera Drag,Skoda,Superb TDI,Unknown,190
10808,,Göteborg,2021,Miljöbränsle/Hybrid,4537,Automat,244800,Toyota Corolla Hybrid 122hk GR Kamera Skinn Rattvärm Carplay,Toyota,Corolla Hybrid,Unknown,122
10809,,Göteborg,2016,Diesel,7952,Manuell,153900,Nissan Qashqai 1.5 dCi 115hk N-Connecta Pano 360° Navi Drag,Nissan,Qashqai 1,Unknown,115
10810,,Göteborg,2018,Bensin,6227,Automat,228800,Volkswagen Passat TSI 150hk Cockpit Massage Sensorer CarPlay,Volkswagen,Passat TSI,Unknown,150
10811,,Göteborg,2011,Diesel,16794,Automat,208900,Audi A7 Sportback TDI Q 245hk S-Line Taklucka BOSE Kamera,Audi,A7 Sportback,Unknown,245
10812,,Göteborg,2020,Bensin,8376,Automat,299800,Volvo XC40 T3 163hk Inscription VOC Skinn CarPlay Välserv,Volvo,XC40 T3,Unknown,163
10813,,Östergötland,2016,Diesel,8318,Manuell,184900,Fiat Ducato  Van 3.5t 2.3 Multijet 130hp 2016 M-värmare,Fiat,Ducato,Unknown,130
10814,,Göteborg,2018,Diesel,12923,Automat,198900,Kia Optima Sport Wagon 141hk GT-Line Pano H/K Kamera Välserv,Kia,Optima Sport,Unknown,141
10815,,Göteborg,2012,Diesel,10619,Automat,149800,Mazda CX-5 SKYACTIVE-D AWD 150hk Vision Värmare Navi Drag,Mazda,CX-5 SKYACTIVE-D,Unknown,150
10816,,Göteborg,2017,Diesel,11900,Automat,229800,Honda CR-V i-DTEC 4WD 160hk Executive Pano Värm Kamera Drag,Honda,CR-V i-DTEC,Unknown,160
10817,,Östergötland,2021,Diesel,5650,Automat,839900,"Audi Q8 50 TDI Q S-Line 23"" Pano HUD B&O 286hk SE SPEC",Audi,Q8 50,50,286
10818,,Östergötland,2015,Diesel,27785,Manuell,139900,Volkswagen crafter Chassi 35 2.0 TDI Euro5 Ny Servad Momsbil,Volkswagen,crafter Chassi,2.0,Unknown
10819,,Stockholm,2023,Diesel,5,Automat,718750,MAN TGE 177hk Berco Volymskåp Lift 220h/SIDODÖRR/Trådlös fjä,MAN,TGE 177hk,Unknown,177
10820,,Jämtland,2021,Miljöbränsle/Hybrid,4410,Automat,499000,Mercedes-Benz E 300 T de 4MATIC AMG-Line,Mercedes-Benz,E 300,Unknown,Unknown
10821,,Östergötland,2016,Bensin,14567,Automat,199900,Volkswagen Scirocco R 2.0 TSI 280HK / Taklucka / Apple CarPl,Volkswagen,Scirocco R,2.0,280
10822,,Halland,2016,Diesel,14230,Automat,169800,Volvo V40 D3 Summum VOC Värmare Navi Sensorer Skinn Drag,Volvo,V40 D3,Unknown,Unknown
10823,,Halland,2018,Miljöbränsle/Hybrid,6038,Automat,228900,Toyota C-HR Hybrid 122hk Executive Teknik JBL Kamera Skinn,Toyota,C-HR Hybrid,Unknown,122
10824,,Halland,2016,Diesel,9196,Manuell,114800,"Peugeot 308 BlueHDI 120hk Active Värma Sensorer 0,31l/mil",Peugeot,308 BlueHDI,Unknown,120
10825,,Halland,2015,Bensin,9506,Manuell,94800,"Seat Ibiza 1.2 TSI 86hk Style Black Pack 0,51l/mil Välservad",Seat,Ibiza 1,1.2,86
10826,,Halland,2018,Bensin,8185,Automat,364900,Volvo XC60 T5 AWD 250hk R-Design VOC Navi BLIS Carplay Drag,Volvo,XC60 T5,5,250
10827,,Värmland,2011,Diesel,15186,Manuell,1000,Renault Kangoo Express Maxi 1.5 dCi,Renault,Kangoo Express,Unknown,Unknown
10828,,Halland,2013,Diesel,21085,Automat,198900,Mercedes-Benz CLS 350 Shooting Brake 4M AMG Värm Skinn Drag,Mercedes-Benz,CLS 350,Unknown,Unknown
10829,,Halland,2012,Diesel,14450,Automat,114900,Hyundai i40 cw 1.7 CRDi | Backkamera | Navigation | Panorama,Hyundai,i40 cw,Unknown,Unknown
10830,,Halland,2020,Bensin,14371,Automat,209800,Audi A3 Sedan 35 TFSI 150hk Proline B&O Svart-optik Sensorer,Audi,A3 Sedan,Unknown,150
10831,,Östergötland,2014,Diesel,19500,Manuell,69900,"Opel Zafira Tourer 1.6 CDTI ecoFLEX 7-sits, Drag, PDC 136hk",Opel,Zafira Tourer,Unknown,136
10832,,Stockholm,2020,Diesel,7300,Automat,549900,BMW 540 d xDrive Touring  M Sport Harman Kardon/Panorama,BMW,540 d,Unknown,Unknown
10833,,Skåne,2018,Diesel,9600,Automat,199900,Ford transit Custom 280 2.0 TDCi SelectShift Euro 6,Ford,transit Custom,Unknown,Unknown
10834,,Östergötland,2017,Diesel,17600,Manuell,139900,"Volkswagen Transporter T30 2.0 TDI Euro 6 D-värm, Drag 102hk",Volkswagen,Transporter T30,2.0,102
10835,,Örebro,2000,Bensin,13597,Manuell,79900,Mazda MX-5 1.8 Euro 2/ Skinn/ Låg mil/ Endast en brukare,Mazda,MX-5 1,Unknown,Unknown
10836,,Södermanland,2009,Bensin,13841,Manuell,39900,Skoda Octavia 1.6 MPI Ny Besiktad Servad 102hk,Skoda,Octavia 1,Unknown,102
10837,,Skåne,2023,Miljöbränsle/Hybrid,2465,Automat,489900,Mercedes-Benz CLA 250 E SB / AMG LINE / Premiumpaket Plus,Mercedes-Benz,CLA 250,Unknown,Unknown
10838,,Stockholm,2020,Diesel,3831,Automat,244900,Volkswagen Caddy Maxi TDI 102HK DSG Drag/P-värmare,Volkswagen,Caddy Maxi,Unknown,102
10839,,Värmland,2015,Bensin,13300,Automat,299900,Porsche Macan S PDk Panorama BOSE Ljudsystem,Porsche,Macan S,Unknown,Unknown
10840,,Skåne,2013,Diesel,18934,Automat,134800,Volvo V40 D4 177hk Summum Värmare Kamera Skinn Drag Välserv,Volvo,V40 D4,Unknown,177
10841,,Skåne,2019,Bensin,4342,Automat,364900,Volvo S60 T5 250hk R-Design VOC Pano B&W HUD 360° Navi BLIS,Volvo,S60 T5,Unknown,250
10842,,Skåne,2015,Diesel,13980,Automat,159700,Volvo V60 D4 181hk Momentum VOC Värmare Sensorer Drag,Volvo,V60 D4,Unknown,181
