,Company,Location,Year,Fuel,Miles,Gear,Price,Name,Brand,Model,Engine Volume,Horsepower
0,Företag,Stockholm,2021,Bensin,3089,Manuell,186900,Seat León Sportstourer 1.5 TSI 130 HK STYLE,Seat,León Sportstourer,1.5,130
1,Företag,Stockholm,2021,Miljöbränsle/Hybrid,8057,Automat,329900,Volvo V60 Recharge T6 Inscription Expression (SELEKT),Volvo,V60 Recharge,Unknown,Unknown
2,Företag,Stockholm,2023,El,2045,Automat,419900,Volvo C40 Recharge Single Motor Core (SELEKT),Volvo,C40 Recharge,Unknown,Unknown
3,,Östergötland,2018,Bensin,14854,Automat,189900,Mitsubishi Outlander 2.0 4WD 7-sits V-Däck ingår Drag-360kam,Mitsubishi,Outlander 2,Unknown,Unknown
4,,Örebro,2008,Bensin,30998,Manuell,39900,"Volvo V70 2.4 Classic, Momentum Euro 4",Volvo,V70 2,Unknown,Unknown
5,,Halland,2018,Bensin,9630,Manuell,144700,"Volkswagen Golf 1.0 TSI BlueMotion Carplay/Android 6,99% 110",Volkswagen,Golf 1,1.0,Unknown
6,,Halland,2015,Miljöbränsle/Hybrid,11000,Automat,259900,Lexus NX 300h 2.5 AWD E-CVT F-Sport B-Kamera Navi Drag,Lexus,NX 300h,2.5,Unknown
7,,Halland,2019,Diesel,8191,Manuell,178900,Volvo V40 Cross Country D3 PDC Bluetooth Farthållare 150hk,Volvo,V40 Cross,Unknown,150
8,,Halland,2014,Diesel,14200,Manuell,109800,Toyota Auris Touring Sports 1.4 D-4D,Toyota,Auris Touring,1.4,Unknown
9,,Halland,2020,Bensin,10845,Automat,358900,"Mercedes-Benz A 35 AMG Ränta 5,99% 4Matic Aeropkt Kamera",Mercedes-Benz,A 35,Unknown,Unknown
10,,Halland,2016,Bensin,10674,Automat,254900,"Mercedes-Benz C 200 Coupé AMG B-kamera Navi 6,99% 184hk",Mercedes-Benz,C 200,Unknown,184
11,,Halland,2020,Diesel,13159,Automat,239800,"BMW 320 Gran Turismo d GT xDrive 6,99% Sport Line Navi Drag",BMW,320 Gran,Unknown,Unknown
12,,Halland,2018,Diesel,15923,Automat,374700,"Volvo XC90 D4 AWD Inscription 6,99% Polestar Opt Pano B&W HU",Volvo,XC90 D4,4,Unknown
13,,Östergötland,2021,Bensin,8432,Automat,237900,Volkswagen Golf 1.5 V-Däck ingår Drag-Kamera-Värmare-Carplay,Volkswagen,Golf 1,Unknown,Unknown
14,,Skåne,2018,Bensin,8379,Automat,399800,Mercedes-Benz AMG C43 AMG Night Pano Sportavgas Burm 367hk,Mercedes-Benz,AMG C43,Unknown,367
16,,Västerbotten,2021,Miljöbränsle/Hybrid,4500,Automat,369000,"Mercedes-Benz CLA 250 e / AMG Night / Laddhybrid / \""Special",Mercedes-Benz,CLA 250,250,Unknown
17,,Västerbotten,2023,Bensin,415,Automat,289000,Nissan Qashqai 1.3 DIG-T/MHEV/ Aut/ ACENTA,Nissan,Qashqai 1,1.3,Unknown
18,,Västerbotten,2016,Diesel,10400,Automat,399000,Mercedes-Benz GLE 350 d 4MATIC AMG-LINE/ DRAG/ PANORAMA,Mercedes-Benz,GLE 350,Unknown,Unknown
19,,Västerbotten,2023,Miljöbränsle/Hybrid,1853,Automat,639000,Mercedes-Benz GLC 300 de Coupé 4MATIC AMG/Taklucka/V-hjul,Mercedes-Benz,GLC 300,Unknown,Unknown
20,,Kronoberg,2018,Bensin,3600,Automat,539000,Ford Mustang GT Convertible SelectShift GT Euro 6 450hk,Ford,Mustang GT,Unknown,450
21,,Kronoberg,2016,Diesel,11900,Automat,379000,Land Rover Range Rover Sport 3.0 SDV6 4WD Automat Euro 6 306,Land,Rover Range,Unknown,Unknown
22,,Kronoberg,2020,El,1590,Automat,1199000,Porsche Taycan Turbo Direct Drive/ Sport Chrono 680hk,Porsche,Taycan Turbo,Unknown,680
23,,Kronoberg,2023,El,3400,Automat,554900,Tesla Model Y Long Range AWD Drag Moms Svensksåld,Tesla,Model Y,Unknown,Unknown
24,,Kronoberg,2020,El,2590,Automat,894900,Porsche Taycan 4S Performance / Panorama / BOSE / 360view,Porsche,Taycan 4S,Unknown,Unknown
25,,Kronoberg,2018,Diesel,11400,Automat,549000,Land Rover Range Rover Sport 3.0 TDV6 Panorama Skinn Navi ka,Land,Rover Range,Unknown,Unknown
26,,Kronoberg,2021,El,4490,Automat,528900,Audi E-Tron 55 quattro Moms Vinterdäck Drag Backkamera Värma,Audi,E-Tron 55,Unknown,Unknown
27,,Kronoberg,2020,El,3700,Automat,405000,Tesla Model 3 Long Range AWD Utan Kontantinsats 4400:- i Mån,Tesla,Model 3,Unknown,Unknown
28,,Kronoberg,2017,Diesel,13499,Automat,399900,Audi Q7  Quattro 3.0 TDI TipTronic S-Line 7-sits Drag,Audi,Q7,3.0,Unknown
29,,Kronoberg,2019,Diesel,6990,Automat,439900,BMW X4 xDrive20d M Sport Auto Drag Navi,BMW,X4 xDrive20d,Unknown,Unknown
30,,Stockholm,2023,Miljöbränsle/Hybrid,2114,Automat,379900,Ford Kuga KUGA 2.5 P-HEV TITANIUM AUTOMAT,Ford,Kuga KUGA,Unknown,Unknown
31,,Stockholm,2020,Miljöbränsle/Hybrid,8800,Automat,329900,Mercedes-Benz E 300 de T PLUG-IN 306hk**INVIGNINGSKAMPANJ**,Mercedes-Benz,E 300,Unknown,306
32,,Stockholm,2023,Miljöbränsle/Hybrid,1000,Automat,309900,Ford Focus Active Kombi 125hk Aut SKI-TEAM EDITION,Ford,Focus Active,Unknown,125
37,,Stockholm,2021,Miljöbränsle/Hybrid,3400,Automat,299900,Ford Kuga KUGA TITANIUM 2.5 PLUG-IN HYBRID 225HK V-HJUL,Ford,Kuga KUGA,Unknown,225
38,,Stockholm,2021,Miljöbränsle/Hybrid,3824,Automat,299900,Ford Kuga Titanium Plug-In Hybrid E-CVT,Ford,Kuga Titanium,Unknown,Unknown
80,,Stockholm,2018,Diesel,8600,Automat,279000,Kia Stinger 2.2 CRDi 200HK AWD GT-LINE 360 SKINN HUD FULLUTR,Kia,Stinger 2,Unknown,200
81,,Göteborg,2021,Bensin,4000,Automat,199900,Ford Focus 1.0 EcoBoost 125Hk | ST-Line | Adaptiv.Fhållare,Ford,Focus 1,Unknown,Unknown
82,,Stockholm,2019,El,2459,Automat,98700,Renault Kangoo Z.E. Express 33kWh 170KM V-inredning Moms,Renault,Kangoo Z,Unknown,Unknown
83,,Västmanland,2018,Bensin,6134,Automat,169800,Hyundai i30 Wagon T-GDi 140hk Comfort En-Bruk Sensorer,Hyundai,i30 Wagon,Unknown,140
84,,Västmanland,2020,Bensin,5967,Automat,229800,Mitsubishi Eclipse Cross 4WD 163hk Onyx Taklucka 360° HUD,Mitsubishi,Eclipse Cross,Unknown,163
85,,Västmanland,2019,Diesel,9354,Automat,269800,Land Rover Range Rover Evoque AWD 180hk Luxury Pano Meridian,Land,Rover Range,Unknown,180
87,,Västmanland,2020,Bensin,8554,Automat,289800,Peugeot 5008 PureTech 130hk GT 7-sits Cockpit Kamera Drag,Peugeot,5008 PureTech,Unknown,130
88,,Stockholm,2021,Miljöbränsle/Hybrid,4449,Automat,289900,Skoda Octavia Kombi iV Style Värmare,Skoda,Octavia Kombi,Unknown,Unknown
89,,Stockholm,2017,Diesel,9095,Automat,144800,Dacia Duster 1.5 dCi 109hk Limited Black Värmare Navi Drag,Dacia,Duster 1,Unknown,109
90,,Stockholm,2017,Diesel,10188,Automat,179800,Renault Talisman Grandtour 1.6 dCi 160hk B-Kamera BOSE Drag,Renault,Talisman Grandtour,Unknown,160
91,,Stockholm,2019,Bensin,5401,Automat,209800,Kia Cee´d SW 1.4 T-GDI 140hk GT-Line B-Kamera Navi Rattvärme,Kia,Cee,Unknown,140
92,,Stockholm,2019,Bensin,3551,Manuell,128900,Opel Corsa 1.4 90hk Rattvärme Lågskatt 0.48l/mil Euro 6,Opel,Corsa 1,Unknown,90
93,,Stockholm,2014,Diesel,17898,Automat,189800,Land Rover Range Rover Evoque 2.2 TD4 AWD Meridian Skinn,Land,Rover Range,4,Unknown
94,,Stockholm,2016,Diesel,18618,Automat,199800,Volkswagen Tiguan 2.0 TDI 4M 190hk GT Active info Värm Drag,Volkswagen,Tiguan 2,2.0,190
95,,Skåne,2016,Bensin,16500,Manuell,124900,Volvo V40 T2 Momentum Drag parkeringssensorer Navi,Volvo,V40 T2,Unknown,Unknown
96,,Stockholm,2023,Bensin,2825,Automat,419900,Skoda Kodiaq Style TSi 190 DSG 4x4,Skoda,Kodiaq Style,Unknown,Unknown
97,,Dalarna,2014,Diesel,15040,Automat,169800,Audi A6 Avant 3.0 TDI V6 DPF quattro S Tronic Proline 204 hk,Audi,A6 Avant,3.0,204
98,,Dalarna,2014,Bensin,15460,Automat,269000,BMW 428 xDrive Cab M Sport l Läder l 245HK l EU6,BMW,428 xDrive,Unknown,245
99,,Dalarna,2012,Diesel,14724,Manuell,109000,BMW 118 d Keyless PDC F20 143HK,BMW,118 d,Unknown,143
100,,Dalarna,2014,Diesel,18204,Automat,159000,BMW 320 d xDrive Gran Turismo Steptronic M Sport Drag,BMW,320 d,Unknown,Unknown
101,,Skåne,2015,Bensin,7500,Automat,144900,Volkswagen Golf 5-dörrar 1.2 TSI BMT 16V Euro 5,Volkswagen,Golf 5-dörrar,1.2,Unknown
102,,Skåne,2015,Diesel,23600,Manuell,119900,Volvo V40 Cross Country D3Momentum/Panorama/Navi/Kamera/Drag,Volvo,V40 Cross,Unknown,Unknown
103,,Gävleborg,2019,Diesel,14800,,379900,Volkswagen transporter T30 2.0 TDI 150Hk 4Motion Lång,Volkswagen,transporter T30,2.0,Unknown
104,,Gävleborg,2022,Diesel,4600,Automat,299900,"Citroën C5 Aircross 1.5 BlueHDi EAT, 130hk, 2022",Citroën,C5 Aircross,Unknown,130
105,,Skåne,2015,Diesel,18466,Automat,144900,Volkswagen Passat Sportscombi 2.0 TDI Drag Kamera Värmare,Volkswagen,Passat Sportscombi,2.0,Unknown
106,,Stockholm,2014,Diesel,18000,Automat,129000,Audi A6 AVANT 2.0 TDI 177HK DPF MULTITRONIC PROLINE DRAGKROK,Audi,A6 AVANT,2.0,177
107,,Göteborg,2017,Diesel,9900,Automat,194900,Kia Optima SW GT-Line|Pano|Harman Kardon|Backkamera|141hk,Kia,Optima SW,Unknown,141
108,,Göteborg,2013,Diesel,12500,Manuell,109900,Volvo V40 D2 115Hk | Momentum | P-Assist | B-Kamera |Keyless,Volvo,V40 D2,Unknown,Unknown
109,,Älvsborg,2014,Diesel,13700,Automat,169500,Volvo V60 D4 AWD R-Design M-värmare VOC Nybes 1343kr/MÅN*,Volvo,V60 D4,4,Unknown
110,,Skaraborg,2019,Diesel,14932,Automat,226000,Volvo V90 D3 AWD Advanced Edition Momentum Voc Drag Eu6,Volvo,V90 D3,3,Unknown
111,,Skaraborg,2021,Miljöbränsle/Hybrid,3868,Automat,349500,Volvo XC40 Recharge T4 Momentum Voc Navi Keyless Drag Eu6,Volvo,XC40 Recharge,Unknown,Unknown
112,,Jönköping,2010,Diesel,24421,Automat,74900,Volkswagen Passat Variant 2.0 TDI Premium R-Line NyBes NySer,Volkswagen,Passat Variant,2.0,Unknown
113,,Göteborg,2014,Bensin,10841,Automat,259900,BMW 428 i Convertible 245hk M Sport-ratt HiFi Sensorer Skinn,BMW,428 i,Unknown,245
114,,Göteborg,2017,Diesel,5533,Automat,234800,Mercedes-Benz C 220 d 170hk Avantgarde Värmare Kamera Navi,Mercedes-Benz,C 220,Unknown,170
115,,Göteborg,2015,Bensin,6542,Manuell,94800,Renault Clio Sport Tourer 90hk Energy Navi Sensorer Välserv,Renault,Clio Sport,Unknown,90
116,,Göteborg,2019,Diesel,6493,Automat,248900,Jaguar XF 20d Sportbrake 180hk Signature Värmare Kamera Drag,Jaguar,XF 20d,Unknown,180
117,,Göteborg,2019,Bensin,8164,Automat,269800,Audi A5 Sportback 45 TFSI Quattro Proline CarPlay Välserv,Audi,A5 Sportback,Unknown,Unknown
120,,Skåne,2018,Bensin,14189,Automat,238500,Audi A5 Sportback TFSI Q 252hk Proline Sensorer Adaptiv-fart,Audi,A5 Sportback,Unknown,252
121,,Skåne,2017,Bensin,4217,Automat,279800,Audi A5 Sportback 2.0 TFSI Quattro 252hk Proline Sensorer,Audi,A5 Sportback,Unknown,252
122,,Stockholm,2020,El,3495,Automat,164900,Renault Zoe R110 41 kWh Värmare Backkamera Nyservad!,Renault,Zoe R110,Unknown,Unknown
123,,Västernorrland,2017,Diesel,11660,Automat,209800,"BMW 520 d 190hk xDrive Skinnklädsel Nyservad 0,5l/mil",BMW,520 d,Unknown,190
124,,Västernorrland,2018,Diesel,13618,Automat,299700,BMW 520 d 190hk xDrive M-Sport D-Värm Skinn B-Kamera HiFi,BMW,520 d,Unknown,190
125,,Gotland,2002,Bensin,13500,Automat,159000,"Ford Thunderbird 3.9 V8, EL CAB,RETRO THUNDERBIRD,FIN",Ford,Thunderbird 3,Unknown,Unknown
126,,Västernorrland,2018,Diesel,5701,Automat,204900,"Volvo V40 D2 120hk Momentum D-Värm VOC Välservad 0,39l/mil",Volvo,V40 D2,Unknown,120
127,,Västmanland,2022,Miljöbränsle/Hybrid,4109,Automat,444800,BMW 330 e xDrive 292hk M Sport HiFi Skinn Elstolar Drag MOMS,BMW,330 e,330,292
128,,Västmanland,2014,Bensin,10480,Manuell,94800,"Hyundai ix20 1.4 90hk Sensorer Välservad Låg-skatt 0,56l/mil",Hyundai,ix20 1,Unknown,90
129,,Västmanland,2017,Diesel,15491,Automat,288800,BMW 535 d xDrive 313hk M Sport Innovation Edt Pano Värm H/K,BMW,535 d,Unknown,313
130,,Västmanland,2010,Bensin,12731,Automat,139800,Mercedes-Benz E 250 BlueEFFICIENCY 204hk Elegance Välservad,Mercedes-Benz,E 250,Unknown,204
131,,Västmanland,2019,Bensin,3796,Automat,238900,Mazda 3 Sport SKYACTIV-G 122hk Sky+TechPack BOSE Kamera Navi,Mazda,3 Sport,Unknown,122
132,,Västmanland,2017,Bensin,12773,Manuell,199800,Peugeot 5008 130hk Allure 7-sits Värmare Focal Skinn Drag,Peugeot,5008 130hk,Unknown,130
133,,Västmanland,2018,Bensin,14689,Automat,228900,BMW 420 i xDrive Gran Coupé 190hk M Sport HiFi Kamera Navi,BMW,420 i,Unknown,190
134,,Västmanland,2020,El,6070,Automat,528900,Audi E-Tron 55 Q 408hk S-Line Pano 360° Ambient Navi Drag,Audi,E-Tron 55,Unknown,408
135,,Västmanland,2020,Bensin,10118,Automat,519800,Mercedes-Benz CLA 45 S AMG 4M+ 421hk Sportavgas Pano Burm,Mercedes-Benz,CLA 45,Unknown,421
136,,Blekinge,2020,Bensin,12800,Manuell,119000,Suzuki Swift 1.2 GL Mildhybrid Euro 6 Låg skatt,Suzuki,Swift 1,Unknown,Unknown
137,,Västerbotten,2019,Diesel,14592,Automat,188700,Volkswagen Golf Alltrack 4M 184hk Premium Värm Kamera Drag,Volkswagen,Golf Alltrack,Unknown,184
138,,Västerbotten,2014,Diesel,27549,Automat,118900,Volkswagen Golf Sportscombi TDI 150hk GT Dynaudio Värm Drag,Volkswagen,Golf Sportscombi,Unknown,150
139,,Västerbotten,2021,Miljöbränsle/Hybrid,3046,Automat,267800,Toyota Corolla TREK Hybrid 122hk Active Värm Kamera Keyless,Toyota,Corolla TREK,Unknown,122
140,,Östergötland,2022,Diesel,3311,Automat,389800,Audi A6 40 TDI Q Proline Värm Navi Sensorer Drag Välservad,Audi,A6 40,40,Unknown
141,,Östergötland,2023,Diesel,5730,Automat,399800,Volvo V60 B4 Plus Dark Värmare Navi Kamera BLIS 4-Zons Drag,Volvo,V60 B4,Unknown,Unknown
142,,Östergötland,2018,Bensin,11651,Automat,164800,Opel Insignia Sports Tourer Turbo 165hk Enjoy Kamera Välserv,Opel,Insignia Sports,Unknown,165
143,,Östergötland,2018,Miljöbränsle/Hybrid,11778,Automat,368800,Volvo XC60 T8 TwEn 408hk Inscription VOC Värm Pano HUD Drag,Volvo,XC60 T8,Unknown,408
144,,Östergötland,2014,Diesel,15386,Automat,189700,Volkswagen Sharan TDI 140hk 7-Sit Pano Värm El-dörr Dynaudio,Volkswagen,Sharan TDI,Unknown,140
145,,Östergötland,2018,Diesel,19942,Automat,249800,BMW 520 d xDrive Touring M Sport Skinn Kamera Disp.Key Drag,BMW,520 d,Unknown,Unknown
146,,Östergötland,2020,Bensin,7307,Automat,199800,Honda Civic 1.0 CVT 126hk Comfort Adaptiv-Fart Välservad,Honda,Civic 1,Unknown,126
147,,Östergötland,2016,Diesel,8789,Automat,248900,Ford S-Max AWD 180hk Titanium 7-Sits Sensorer Adaptiv-fart,Ford,S-Max AWD,Unknown,180
148,,Östergötland,2020,Diesel,4630,Automat,388900,BMW 520 d xDrive Sedan M Sport HiFi Kamera Navi Skinn Drag,BMW,520 d,Unknown,Unknown
150,,Värmland,2011,Miljöbränsle/Hybrid,21000,Manuell,99900,Saab 9-5 SportSedan 2.0 T BioPower Linear (220hk) M-värmare,Saab,9-5 SportSedan,Unknown,220
151,,Halland,2021,Miljöbränsle/Hybrid,1820,Automat,264900,"Toyota Yaris Cross Hybrid 1,5 ACTIVE|BACKAMERA|RATTVÄRME",Toyota,Yaris Cross,Unknown,Unknown
152,,Halland,2022,Miljöbränsle/Hybrid,1016,Automat,299000,"Toyota Corolla TREK Hybrid 2,0 TS SPECIAL EDITION|RATTVÄRME|",Toyota,Corolla TREK,Unknown,Unknown
153,,Stockholm,2023,El,1680,Automat,524900,Volkswagen ID.5 Pro Performance Panorama/ DCC/ El-Stolar,Volkswagen,ID,Unknown,Unknown
154,,Norrbotten,2022,Miljöbränsle/Hybrid,1300,Automat,959900,Audi Q8 60 TFSi e Q S-line 462hk /Nightvision/HeadUp,Audi,Q8 60,Unknown,462
155,,Norrbotten,2023,El,950,Automat,379900,Volkswagen ID.3 Limited Edition 58kWh /V-Hjul/Keyless/Backka,Volkswagen,ID,Unknown,Unknown
156,,Stockholm,2004,Bensin,21000,Automat,37900,Mitsubishi Pajero Sport 4WD,Mitsubishi,Pajero Sport,Unknown,Unknown
157,,Norrbotten,2013,Diesel,19313,Manuell,119900,BMW 318 d Touring Sport line MoK/SoV/Drag,BMW,318 d,Unknown,Unknown
160,,Dalarna,2019,Bensin,7700,Manuell,209900,Audi A3 30 TFSI S-Line Svart optik Ränta 6.99% Dragkrok,Audi,A3 30,Unknown,Unknown
161,,Dalarna,2018,Diesel,12900,Automat,279900,BMW X2 xDrive20d M-Sport Innovation Drag,BMW,X2 xDrive20d,Unknown,Unknown
162,,Dalarna,2015,Diesel,15180,Automat,204800,"BMW 530 xDrive Touring HiFi Pano Drag D-värm, 258hp",BMW,530 xDrive,Unknown,258
163,,Dalarna,2016,Bensin,5500,Manuell,104900,Kia Rio GLS 1.2 CVVT Backkamera Ränta 6.99% 84hk,Kia,Rio GLS,Unknown,84
164,,Dalarna,2016,Diesel,23000,Automat,99800,MINI Clubman Cooper D Aut Ränta 6.99% Chili 150hk,MINI,Clubman Cooper,Unknown,150
165,,Skåne,2016,Diesel,4922,Manuell,149900,Volkswagen Golf 1.6 TDI / 4Motion / 1-Ägare / Style / 110hk,Volkswagen,Golf 1,1.6,110
166,,Skaraborg,2007,Miljöbränsle/Hybrid,23762,Manuell,22500,"Ford Focus Kombi 1.8 / 976:- skatt, Drag, SOV Hjul, BES",Ford,Focus Kombi,Unknown,Unknown
167,,Skåne,2010,Bensin,21000,Automat,79900,"Suzuki Kizashi 2.4 VVT 4WD CVT, 178hk",Suzuki,Kizashi 2,Unknown,178
168,,Skåne,2016,Diesel,9485,Automat,169900,"Volvo V40 D2 Geartronic Euro 6,",Volvo,V40 D2,Unknown,Unknown
169,,Stockholm,2017,Diesel,16897,Automat,249000,Audi A6 Allroad Quattro 3.0 TDI V6 Ambition Sport Ed,Audi,A6 Allroad,3.0,Unknown
170,,Gotland,2006,Bensin,22000,Automat,85000,"BMW 320 A- TRAKTOR BMW 320 i, mycket fin!",BMW,320 A,Unknown,Unknown
171,,Göteborg,2022,Miljöbränsle/Hybrid,12125,Automat,299900,Volvo V60 Recharge T6 Geartronic Euro 6 Laddhybrid Drag MOMS,Volvo,V60 Recharge,Unknown,Unknown
173,,Stockholm,2012,Bensin,15650,Automat,199900,Dodge Durango 3.6 V6 AWD 7-Sits Taklucka Kamera M-värm Drag,Dodge,Durango 3,6,Unknown
174,,Halland,2018,Bensin,5667,Automat,179900,"Opel Grandland X 1.2 Turbo Aut, 130hk",Opel,Grandland X,Unknown,130
175,,Skåne,2015,Diesel,11353,Manuell,154900,Volvo V40 D3 Ocean Race/GPS /Panorama /PDC /M-värmare /150hk,Volvo,V40 D3,Unknown,150
177,,Dalarna,2023,Miljöbränsle/Hybrid,600,Automat,599900,Hyundai Santa Fe PHEV 265hk 4WD 7-sits Advanced & Luxury,Hyundai,Santa Fe,Unknown,265
178,,Stockholm,2017,Diesel,4787,Automat,239500,Audi A4 Avant 2.0 TDI S Tronic Proline Euro 6 P-Sensorer,Audi,A4 Avant,2.0,Unknown
179,,Göteborg,2016,Bensin,12310,Automat,450000,Porsche Macan Turbo 400hk PDK Sport Chrono | HIGH SPEC |,Porsche,Macan Turbo,Unknown,400
180,,Göteborg,2015,Diesel,17625,Automat,339000,BMW X6 xDrive30d Steptronic M-Sport 360° H/K® Individual,BMW,X6 xDrive30d,Unknown,Unknown
181,,Göteborg,2017,Bensin,9490,Automat,445000,Mercedes-Benz AMG C 63 T AMG 476hk V8 Speedshift MCT,Mercedes-Benz,AMG C,Unknown,476
182,,Stockholm,2020,Miljöbränsle/Hybrid,3700,Automat,229900,Toyota Corolla Touring Sports Hybrid Euro 6 Kamera V-hjul,Toyota,Corolla Touring,Unknown,Unknown
183,,Skåne,2013,Bensin,6600,Manuell,64900,Citroën C1 5-dörrar 1.0 Euro 5 Kamkedja,Citroën,C1 5-dörrar,Unknown,Unknown
184,,Skaraborg,2017,Bensin,9560,Manuell,76500,Kia Picanto 5-dörrar 1.0 MPI GLS Euro 6/Årsskatt 360kr,Kia,Picanto 5-dörrar,Unknown,Unknown
185,,Skåne,2017,Miljöbränsle/Hybrid,5860,Automat,149900,"Toyota Yaris 1,5Hybrid e-CVT",Toyota,Yaris 1,Unknown,Unknown
186,,Södermanland,2014,Diesel,16300,Manuell,199900,Volkswagen Caddy Maxi 1.6TDI|Handikappanpassad|Turnystol,Volkswagen,Caddy Maxi,Unknown,Unknown
187,,Skåne,2009,Bensin,6067,Automat,74900,Hyundai i10 1.1 iRDE / Automatisk / Lågmil / 2009,Hyundai,i10 1,Unknown,Unknown
188,,Stockholm,2011,Bensin,10434,Automat,119900,Mercedes-Benz C 180 T CGI BlueEFFICIENCY 5G AMG Sport Drag,Mercedes-Benz,C 180,Unknown,Unknown
189,,Västmanland,2017,Bensin,3826,Automat,159800,Renault Captur 1.2 TCe 118hk Intense Värm Kamera GPS Keyless,Renault,Captur 1,Unknown,118
190,,Västmanland,2014,Diesel,16076,Automat,159800,BMW 320 d xDrive Gran Turismo Sport line Två-Bruk HiFi Drag,BMW,320 d,Unknown,Unknown
191,,Västmanland,2012,Diesel,1209,Manuell,114800,Hyundai ix20 1.6 CRDi 116hk En-Brukare Panorama Backkamera,Hyundai,ix20 1,Unknown,116
192,,Västmanland,2017,Bensin,7755,Automat,199800,"Audi Q2 1.4 TFSI 150hk Proline Sensorer Välservad 0,55l/mil",Audi,Q2 1,Unknown,150
193,,Västmanland,2017,Diesel,12175,Automat,299800,BMW 530 d xDrive M Sport Innovation Ed Pano Fjärr-Värm H/K,BMW,530 d,Unknown,Unknown
194,,Östergötland,2017,Bensin,8645,Manuell,429700,BMW M2 Taklucka H/K Navi 370hk,BMW,M2 Taklucka,Unknown,370
195,,Östergötland,2014,Diesel,13751,Manuell,129800,Kia Sportage CRDi 115hk Limited Edt Pano Kamera Skinn Drag,Kia,Sportage CRDi,Unknown,115
196,,Östergötland,2017,Diesel,8251,Automat,199800,Opel Insignia Country Tourer 4x4 170hk Värm Kamera Navi Drag,Opel,Insignia Country,Unknown,170
197,,Östergötland,2013,Bensin,16681,Manuell,84800,Kia Cee´d 1.4 CVVT 99hk Sensorer Rattvärme Drag Välservad,Kia,Cee,Unknown,99
198,,Östergötland,2020,Diesel,17078,Automat,309800,BMW 520 d xDrive 190hk M Sport Innovation Edt Pano H/K MOMS,BMW,520 d,Unknown,190
199,,Östergötland,2019,Bensin,9162,Manuell,158900,MINI Cooper 136hk Pepper Excitement Connected Välservad MOMS,MINI,Cooper 136hk,Unknown,136
200,,Örebro,2021,El,3612,Automat,234600,Opel Corsa-e 136hk Designline Kamera Rattvärme CarPlay,Opel,Corsa-e 136hk,Unknown,136
201,,Örebro,2018,Miljöbränsle/Hybrid,13406,Automat,368900,Volvo XC60 T8 TwEn AWD Inscription B&W 360° Pano Luftfj MOMS,Volvo,XC60 T8,Unknown,Unknown
202,,Örebro,2018,Diesel,11481,Automat,219800,Volkswagen Passat TDI 4M 190hk R-Line Värm Cockpit Rattvärme,Volkswagen,Passat TDI,Unknown,190
203,,Örebro,2018,Diesel,6707,Manuell,234800,Land Rover Range Rover Evoque 2.0 eD4 S Välservad Svart Opt.,Land,Rover Range,2.0,Unknown
204,,Örebro,2021,Miljöbränsle/Hybrid,5730,Automat,348900,Mercedes-Benz CLA 250 e SB 218hk Wide Värmare Kamera H-skinn,Mercedes-Benz,CLA 250,250,218
205,,Stockholm,2017,Bensin,6894,Automat,324800,Audi A5 Sportback TFSI Q 252hk S-Line Cockpit Matrix Drag,Audi,A5 Sportback,Unknown,252
206,,Stockholm,2021,Bensin,2530,Manuell,204800,Dacia Duster 1.3 TCe GPF 4x4 130hk Välservad Drag 1-Brukare,Dacia,Duster 1,Unknown,130
207,,Stockholm,2017,Diesel,13678,Automat,229800,Audi A4 allroad 2.0 TDI Quattro Värmare Sensorer Drag,Audi,A4 allroad,2.0,Unknown
208,,Stockholm,2012,Bensin,11234,Automat,138900,Honda CR-V 2.0 i-VTEC 4WD Elegance Halvskinn Drag Välservad,Honda,CR-V 2,Unknown,Unknown
209,,Stockholm,2016,Miljöbränsle/Hybrid,13708,Automat,209800,Lexus IS 300h 2.5 CVT Special Edition Kamera Navigation,Lexus,IS 300h,Unknown,Unknown
210,,Stockholm,2013,Diesel,14140,Manuell,108900,Mercedes-Benz B 180 CDI 109hk Värmare Sensorer Drag,Mercedes-Benz,B 180,Unknown,109
211,,Stockholm,2019,Bensin,5726,Automat,208900,MINI Clubman JCW Panorama Harman/Kardon Kamera LågSkatt,MINI,Clubman JCW,Unknown,Unknown
212,,Stockholm,2015,Diesel,9570,Automat,209800,Mercedes-Benz C 220 T BlueTEC 170hk Navi Drag P-Sensorer,Mercedes-Benz,C 220,Unknown,170
213,,Stockholm,2015,Bensin,8661,Manuell,139800,Hyundai ix35 1.6 GDI M-Värmare P-sensorer Bluetooth,Hyundai,ix35 1,Unknown,Unknown
214,,Stockholm,2019,Bensin,7353,Automat,219800,Opel Grandland X 1.6 180hk Drag MOMS 360° Navi CarPlay,Opel,Grandland X,Unknown,180
215,,Stockholm,2016,Bensin,7109,Automat,289900,Mercedes-Benz C 200 Coupé 184hk SV-Sål Burmester Kamera Navi,Mercedes-Benz,C 200,Unknown,184
216,,Stockholm,2016,Diesel,12430,Automat,208900,Audi A6 2.0 TDI Quattro 190hk S-Line Sportstolar Keyless,Audi,A6 2,2.0,190
217,,Stockholm,2018,Bensin,9811,Automat,194900,Peugeot 3008 1.2 PureTech 130hk 1 Brukare Välservad P-sensor,Peugeot,3008 1,Unknown,130
218,,Stockholm,2016,Miljöbränsle/Hybrid,19283,Automat,388900,Volvo XC90 T8 AWD 407hk 7-Sits Inscription Pano VOC B&W HUD,Volvo,XC90 T8,8,407
